customer_id,first_name,last_name,gender,email,phone,city,state,country,loyalty_tier,signup_date,age_band,marketing_opt_in
461,Priya,Singh,F,priya.singh461@example.com,96752913938,Hyderabad,TS,IN,Silver,2024-11-03,55+,True
462,Ananya,Gupta,F,ananya.gupta462@example.com,94395536551,Ahmedabad,GJ,IN,Bronze,2024-01-10,25-34,True
463,Vikram,Gupta,M,vikram.gupta463@example.com,94057453487,Nagpur,MH,IN,Bronze,2024-03-21,25-34,False
464,Suresh,Sharma,M,suresh.sharma464@example.com,93876990108,Surat,GJ,IN,Bronze,2024-11-04,25-34,True
465,Ananya,Verma,F,ananya.verma465@example.com,99550015934,Indore,MP,IN,Bronze,2024-11-16,18-24,True
466,Suresh,Reddy,M,suresh.reddy466@example.com,91278953096,Kolkata,WB,IN,Silver,2025-02-08,35-44,False
467,Kunal,Gupta,M,kunal.gupta467@example.com,96435501984,Bengaluru,KA,IN,Bronze,2024-10-05,18-24,False
468,Riya,Sharma,F,riya.sharma468@example.com,91142229152,Surat,GJ,IN,Silver,2024-01-25,35-44,False
469,Rohit,Kulkarni,M,rohit.kulkarni469@example.com,96579243821,Hyderabad,TS,IN,Silver,2025-04-12,18-24,False
470,Aarav,Khan,M,aarav.khan470@example.com,98525797757,Pune,MH,IN,Bronze,2025-05-16,18-24,True
471,Arjun,Kulkarni,M,arjun.kulkarni471@example.com,94009233040,Pune,MH,IN,Bronze,2024-04-26,25-34,False
472,Diya,Verma,F,diya.verma472@example.com,96873105265,Pune,MH,IN,Bronze,2024-09-20,25-34,False
473,Rajat,Gupta,M,rajat.gupta473@example.com,94661702554,Nagpur,MH,IN,Gold,2024-11-27,25-34,False
474,Rohit,Khan,M,rohit.khan474@example.com,97781144854,Lucknow,UP,IN,Bronze,2025-07-09,18-24,True
475,Arjun,Kulkarni,M,arjun.kulkarni475@example.com,96994470692,Hyderabad,TS,IN,Bronze,2024-06-25,35-44,True
476,Neha,Patel,F,neha.patel476@example.com,93440240975,Mumbai,MH,IN,Bronze,2025-06-01,18-24,False
477,Sneha,Singh,F,sneha.singh477@example.com,99119347014,Lucknow,UP,IN,Gold,2025-06-15,18-24,False
478,Isha,Sharma,F,isha.sharma478@example.com,94802455754,Surat,GJ,IN,Silver,2025-07-14,25-34,True
479,Aarav,Patel,M,aarav.patel479@example.com,91741851905,Hyderabad,TS,IN,Bronze,2025-05-01,35-44,True
480,Suresh,Gupta,M,suresh.gupta480@example.com,95179614636,Jaipur,RJ,IN,Bronze,2025-06-02,45-54,True
481,Ananya,Reddy,F,ananya.reddy481@example.com,97839865102,Mumbai,MH,IN,Silver,2024-06-16,25-34,False
482,Neha,Reddy,F,neha.reddy482@example.com,98188748449,Mumbai,MH,IN,Silver,2025-05-18,45-54,False
483,Rahul,Verma,M,rahul.verma483@example.com,98325241152,Bengaluru,KA,IN,Silver,2024-02-09,45-54,True
484,Diya,Das,F,diya.das484@example.com,91953481212,Ahmedabad,GJ,IN,Bronze,2024-09-21,45-54,True
485,Suresh,Verma,M,suresh.verma485@example.com,93213829163,Jaipur,RJ,IN,Bronze,2024-11-24,45-54,True
486,Diya,Das,F,diya.das486@example.com,95205460310,Kochi,KL,IN,Silver,2025-04-15,25-34,True
487,Rohit,Kulkarni,M,rohit.kulkarni487@example.com,96237992158,Hyderabad,TS,IN,Silver,2024-03-11,35-44,False
488,Karthik,Singh,M,karthik.singh488@example.com,98205194056,Ahmedabad,GJ,IN,Gold,2024-10-02,18-24,True
489,Aarav,Reddy,M,aarav.reddy489@example.com,97652550896,Ahmedabad,GJ,IN,Bronze,2025-03-09,18-24,True
490,Priya,Iyer,F,priya.iyer490@example.com,94431767845,Surat,GJ,IN,Gold,2025-01-27,55+,False
491,Vihaan,Das,M,vihaan.das491@example.com,98376923974,Visakhapatnam,AP,IN,Bronze,2025-07-05,45-54,False
492,Vikram,Sharma,M,vikram.sharma492@example.com,94490776225,Indore,MP,IN,Gold,2024-08-17,35-44,True
493,Diya,Khan,F,diya.khan493@example.com,93069532160,Jaipur,RJ,IN,Bronze,2024-11-22,55+,True
494,Arjun,Sharma,M,arjun.sharma494@example.com,92255489631,Mumbai,MH,IN,Gold,2025-01-10,18-24,True
495,Neha,Kulkarni,F,neha.kulkarni495@example.com,91109268108,Surat,GJ,IN,Silver,2024-10-28,35-44,True
496,Rajat,Verma,M,rajat.verma496@example.com,92511441825,Visakhapatnam,AP,IN,Silver,2024-10-26,35-44,True
497,Suresh,Iyer,M,suresh.iyer497@example.com,99036144957,Jaipur,RJ,IN,Bronze,2025-02-17,25-34,True
498,Karthik,Singh,M,karthik.singh498@example.com,95140337363,Ahmedabad,GJ,IN,Bronze,2024-06-23,25-34,False
499,Sneha,Kulkarni,F,sneha.kulkarni499@example.com,91837983977,Kolkata,WB,IN,Gold,2024-11-07,35-44,True
500,Diya,Sharma,F,diya.sharma500@example.com,92856456130,Nagpur,MH,IN,Bronze,2024-04-12,25-34,True
